uuid, study, function, error_line, error_message, L_ij, E_ij, K_ij, F_ij compiling, F_ij passing tests
b0ce9d89-f33e-4770-abfb-11e9830da4c4,Deactive,list_print,print.c:37,libFuzzer: fuzz,11,7,0.6364,24,9
b0ce9d89-f33e-4770-abfb-11e9830da4c4,Deactive,list_add_item_at_pos,add_item_at_pos.c:53:19,SEGV on,23,6,0.2609,19,11
b0ce9d89-f33e-4770-abfb-11e9830da4c4,Deactive,list_add_item_at_pos,add_item_at_pos.c:49:21,SEGV on,23,6,0.2609,19,11
b0ce9d89-f33e-4770-abfb-11e9830da4c4,Deactive,list_add_item_at_pos,add_item_at_pos.c:49:21,stack-buffer-overflow on,23,6,0.2609,19,11
b0ce9d89-f33e-4770-abfb-11e9830da4c4,Deactive,list_add_item_at_pos,add_item_at_pos.c:50:17,stack-buffer-overflow on,23,6,0.2609,19,11
b0ce9d89-f33e-4770-abfb-11e9830da4c4,Deactive,list_add_item_at_pos,add_item_at_pos.c:51:20,stack-buffer-overflow on,23,6,0.2609,19,11
b0ce9d89-f33e-4770-abfb-11e9830da4c4,Deactive,list_add_item_at_pos,add_item_at_pos.c:51:20,stack-use-after-scope on,23,6,0.2609,19,11
b59feaf2-4c48-4ec0-8d00-3428362914a7,Active,list_add_item_at_pos,add_item_at_pos.c:40:26,SEGV on,25,1,0.04,28,18
b59feaf2-4c48-4ec0-8d00-3428362914a7,Active,list_add_item_at_pos,add_item_at_pos.c:40:26,SEGV on,25,1,0.04,28,18
bbea417b-a3f1-451b-a25d-d9dfb2c8aed2,Deactive,list_add_item_at_pos,add_item_at_pos.c:50:22,SEGV on,22,2,0.0909,19,11
bbea417b-a3f1-451b-a25d-d9dfb2c8aed2,Deactive,list_add_item_at_pos,add_item_at_pos.c:52:27,SEGV on,22,2,0.0909,19,11
bbea417b-a3f1-451b-a25d-d9dfb2c8aed2,Deactive,list_init,init.c:27,SEGV on,6,1,0.1667,1,0
bbea417b-a3f1-451b-a25d-d9dfb2c8aed2,Deactive,list_item_to_string,item_to_string.c:31:8,stack-buffer-overflow on,8,1,0.125,20,12
bbea417b-a3f1-451b-a25d-d9dfb2c8aed2,Deactive,list_add_item_at_pos,add_item_at_pos.c:50:22,SEGV on,22,2,0.0909,19,11
bbea417b-a3f1-451b-a25d-d9dfb2c8aed2,Deactive,list_add_item_at_pos,add_item_at_pos.c:52:27,SEGV on,22,2,0.0909,19,11
be6fa0a5-e7ff-4ae0-b846-57d9385acd84,Active,list_item_to_string,item_to_string.c:33:5,stack-buffer-overflow on,9,1,0.1111,28,23
be6fa0a5-e7ff-4ae0-b846-57d9385acd84,Active,list_swap_item_positions,swap_item_positions.c:62:15,SEGV on,47,2,0.0426,23,7
be6fa0a5-e7ff-4ae0-b846-57d9385acd84,Active,list_swap_item_positions,swap_item_positions.c:65:22,SEGV on,47,2,0.0426,23,7
c23b2615-700f-48f2-b33d-3433d1c25bb6,Active,list_item_to_string,item_to_string.c:34:5,stack-buffer-overflow on,9,1,0.1111,28,23
c23b2615-700f-48f2-b33d-3433d1c25bb6,Active,list_remove_item_at_pos,remove_item_at_pos.c:47:27,SEGV on,26,1,0.0385,22,16
c23b2615-700f-48f2-b33d-3433d1c25bb6,Active,list_swap_item_positions,swap_item_positions.c:58:31,SEGV on,43,1,0.0233,23,7
c8a48b56-ce2e-4d25-8dd8-a23b5e6549b5,Deactive,list_add_item_at_pos,add_item_at_pos.c:42:20,SEGV on,27,2,0.0741,19,11
c8a48b56-ce2e-4d25-8dd8-a23b5e6549b5,Deactive,list_add_item_at_pos,add_item_at_pos.c:54:28,SEGV on,27,2,0.0741,19,11
c8a48b56-ce2e-4d25-8dd8-a23b5e6549b5,Deactive,list_deduplicate,deduplicate.c:62:22,SEGV on,40,1,0.025,12,4
c8a48b56-ce2e-4d25-8dd8-a23b5e6549b5,Deactive,list_find_highest_price_item_position,find_highest_price_item_position.c:31:15,SEGV on,23,1,0.0435,13,7
c8a48b56-ce2e-4d25-8dd8-a23b5e6549b5,Deactive,list_item_to_string,item_to_string.c:32:9,stack-buffer-overflow on,9,1,0.1111,20,12
c8a48b56-ce2e-4d25-8dd8-a23b5e6549b5,Deactive,list_remove_item_at_pos,remove_item_at_pos.c:41:16,stack-buffer-underflow on,22,5,0.2273,12,9
c8a48b56-ce2e-4d25-8dd8-a23b5e6549b5,Deactive,list_remove_item_at_pos,remove_item_at_pos.c:41:16,SEGV on,22,5,0.2273,12,9
c8a48b56-ce2e-4d25-8dd8-a23b5e6549b5,Deactive,list_remove_item_at_pos,remove_item_at_pos.c:38:20,SEGV on,22,5,0.2273,12,9
c8a48b56-ce2e-4d25-8dd8-a23b5e6549b5,Deactive,list_remove_item_at_pos,remove_item_at_pos.c:41:23,SEGV on,22,5,0.2273,12,9
c8a48b56-ce2e-4d25-8dd8-a23b5e6549b5,Deactive,list_remove_item_at_pos,remove_item_at_pos.c:32:23,SEGV on,22,5,0.2273,12,9
c8a48b56-ce2e-4d25-8dd8-a23b5e6549b5,Deactive,list_save,save.c:37:9,SEGV on,16,1,0.0625,13,7
c8a48b56-ce2e-4d25-8dd8-a23b5e6549b5,Deactive,list_swap_item_positions,swap_item_positions.c:40:28,SEGV on,26,2,0.0769,11,4
c8a48b56-ce2e-4d25-8dd8-a23b5e6549b5,Deactive,list_swap_item_positions,swap_item_positions.c:42:30,SEGV on,26,2,0.0769,11,4
c8a48b56-ce2e-4d25-8dd8-a23b5e6549b5,Deactive,list_update_item_at_pos,update_item_at_pos.c:31:16,SEGV on,12,2,0.1667,13,9
c8a48b56-ce2e-4d25-8dd8-a23b5e6549b5,Deactive,list_update_item_at_pos,update_item_at_pos.c:29:20,SEGV on,12,2,0.1667,13,9
c8a48b56-ce2e-4d25-8dd8-a23b5e6549b5,Deactive,list_add_item_at_pos,add_item_at_pos.c:42:20,SEGV on,27,2,0.0741,19,11
c8a48b56-ce2e-4d25-8dd8-a23b5e6549b5,Deactive,list_add_item_at_pos,add_item_at_pos.c:54:28,SEGV on,27,2,0.0741,19,11
caa12fcb-10a7-4f65-997b-0e1b1ba2c96d,Deactive,list_cost_sum,cost_sum.c:32:16,libFuzzer: timeout,11,4,0.3636,13,10
caa12fcb-10a7-4f65-997b-0e1b1ba2c96d,Deactive,list_cost_sum,cost_sum.c,libFuzzer: timeout,11,4,0.3636,13,10
caa12fcb-10a7-4f65-997b-0e1b1ba2c96d,Deactive,list_cost_sum,cost_sum.c:32:26,libFuzzer: timeout,11,4,0.3636,13,10
caa12fcb-10a7-4f65-997b-0e1b1ba2c96d,Deactive,list_cost_sum,cost_sum.c:32:20,libFuzzer: timeout,11,4,0.3636,13,10
caa12fcb-10a7-4f65-997b-0e1b1ba2c96d,Deactive,list_find_highest_price_item_position,find_highest_price_item_position.c:34:18,libFuzzer: timeout,17,12,0.7059,13,7
caa12fcb-10a7-4f65-997b-0e1b1ba2c96d,Deactive,list_find_highest_price_item_position,find_highest_price_item_position.c:34:12,libFuzzer: timeout,17,12,0.7059,13,7
caa12fcb-10a7-4f65-997b-0e1b1ba2c96d,Deactive,list_find_highest_price_item_position,find_highest_price_item_position.c,libFuzzer: timeout,17,12,0.7059,13,7
caa12fcb-10a7-4f65-997b-0e1b1ba2c96d,Deactive,list_find_highest_price_item_position,find_highest_price_item_position.c:36:14,libFuzzer: timeout,17,12,0.7059,13,7
caa12fcb-10a7-4f65-997b-0e1b1ba2c96d,Deactive,list_find_highest_price_item_position,find_highest_price_item_position.c:34:26,libFuzzer: timeout,17,12,0.7059,13,7
caa12fcb-10a7-4f65-997b-0e1b1ba2c96d,Deactive,list_find_highest_price_item_position,find_highest_price_item_position.c:34:24,libFuzzer: timeout,17,12,0.7059,13,7
caa12fcb-10a7-4f65-997b-0e1b1ba2c96d,Deactive,list_find_highest_price_item_position,find_highest_price_item_position.c:35:25,libFuzzer: timeout,17,12,0.7059,13,7
caa12fcb-10a7-4f65-997b-0e1b1ba2c96d,Deactive,list_find_highest_price_item_position,find_highest_price_item_position.c:36:20,libFuzzer: timeout,17,12,0.7059,13,7
caa12fcb-10a7-4f65-997b-0e1b1ba2c96d,Deactive,list_find_highest_price_item_position,find_highest_price_item_position.c:36:18,libFuzzer: timeout,17,12,0.7059,13,7
caa12fcb-10a7-4f65-997b-0e1b1ba2c96d,Deactive,list_find_highest_price_item_position,find_highest_price_item_position.c:33:16,libFuzzer: timeout,17,12,0.7059,13,7
caa12fcb-10a7-4f65-997b-0e1b1ba2c96d,Deactive,list_find_highest_price_item_position,find_highest_price_item_position.c:32:19,libFuzzer: timeout,17,12,0.7059,13,7
caa12fcb-10a7-4f65-997b-0e1b1ba2c96d,Deactive,list_find_highest_price_item_position,find_highest_price_item_position.c:38:14,libFuzzer: timeout,17,12,0.7059,13,7
dac37585-9926-4e20-8ac1-40addd42f1a8,Active,list_add_item_at_pos,add_item_at_pos.c:64:27,SEGV on,33,1,0.0303,28,18
dac37585-9926-4e20-8ac1-40addd42f1a8,Active,list_item_to_string,item_to_string.c:33:5,stack-buffer-overflow on,8,1,0.125,28,23
dac37585-9926-4e20-8ac1-40addd42f1a8,Active,list_print,print.c:46:9,heap-use-after-free on,17,1,0.0588,29,14
dac37585-9926-4e20-8ac1-40addd42f1a8,Active,list_remove_item_at_pos,remove_item_at_pos.c:50:18,SEGV on,34,2,0.0588,22,16
dac37585-9926-4e20-8ac1-40addd42f1a8,Active,list_remove_item_at_pos,remove_item_at_pos.c:53:23,SEGV on,34,2,0.0588,22,16
dac37585-9926-4e20-8ac1-40addd42f1a8,Active,list_swap_item_positions,swap_item_positions.c:82:25,SEGV on,69,3,0.0435,23,7
dac37585-9926-4e20-8ac1-40addd42f1a8,Active,list_swap_item_positions,swap_item_positions.c:66:36,SEGV on,69,3,0.0435,23,7
dac37585-9926-4e20-8ac1-40addd42f1a8,Active,list_swap_item_positions,swap_item_positions.c:50:36,SEGV on,69,3,0.0435,23,7
dac37585-9926-4e20-8ac1-40addd42f1a8,Active,list_update_item_at_pos,update_item_at_pos.c:40:16,SEGV on,22,1,0.0455,26,19
dac37585-9926-4e20-8ac1-40addd42f1a8,Active,list_add_item_at_pos,add_item_at_pos.c:64:27,SEGV on,33,1,0.0303,28,18
db22abcd-72aa-47b3-848b-6716f91c068c,Active,list_item_to_string,item_to_string.c:32:9,stack-buffer-overflow on,8,1,0.125,28,23
db22abcd-72aa-47b3-848b-6716f91c068c,Active,list_print,print.c:44:37,heap-buffer-overflow on,14,2,0.1429,29,14
db22abcd-72aa-47b3-848b-6716f91c068c,Active,list_print,print.c:44:13,SEGV on,14,2,0.1429,29,14
db22abcd-72aa-47b3-848b-6716f91c068c,Active,list_remove_item_at_pos,remove_item_at_pos.c:48:24,SEGV on,27,1,0.037,22,16
db22abcd-72aa-47b3-848b-6716f91c068c,Active,list_swap_item_positions,swap_item_positions.c:52:46,SEGV on,30,2,0.0667,23,7
db22abcd-72aa-47b3-848b-6716f91c068c,Active,list_swap_item_positions,swap_item_positions.c:42:45,SEGV on,30,2,0.0667,23,7
db22abcd-72aa-47b3-848b-6716f91c068c,Active,list_update_item_at_pos,update_item_at_pos.c:39:21,SEGV on,19,1,0.0526,26,19
dc47e379-a3ba-464c-aa89-69374080111a,Active,list_add_item_at_pos,add_item_at_pos.c:57:26,SEGV on,31,2,0.0645,28,18
dc47e379-a3ba-464c-aa89-69374080111a,Active,list_add_item_at_pos,add_item_at_pos.c:60:20,SEGV on,31,2,0.0645,28,18
dc47e379-a3ba-464c-aa89-69374080111a,Active,list_item_to_string,item_to_string.c:32:46,SEGV on,13,1,0.0769,28,23
dc47e379-a3ba-464c-aa89-69374080111a,Active,list_remove_item_at_pos,remove_item_at_pos.c:40:26,SEGV on,24,3,0.125,22,16
dc47e379-a3ba-464c-aa89-69374080111a,Active,list_remove_item_at_pos,remove_item_at_pos.c:43:20,SEGV on,24,3,0.125,22,16
dc47e379-a3ba-464c-aa89-69374080111a,Active,list_remove_item_at_pos,remove_item_at_pos.c:43:28,SEGV on,24,3,0.125,22,16
dc47e379-a3ba-464c-aa89-69374080111a,Active,list_update_item_at_pos,update_item_at_pos.c:31:22,SEGV on,15,2,0.1333,26,19
dc47e379-a3ba-464c-aa89-69374080111a,Active,list_update_item_at_pos,update_item_at_pos.c:34:21,SEGV on,15,2,0.1333,26,19
dc47e379-a3ba-464c-aa89-69374080111a,Active,list_add_item_at_pos,add_item_at_pos.c:57:26,SEGV on,31,2,0.0645,28,18
dc47e379-a3ba-464c-aa89-69374080111a,Active,list_add_item_at_pos,add_item_at_pos.c:60:20,SEGV on,31,2,0.0645,28,18
ddac8637-a99c-458d-bff5-916acb92e259,Active,list_item_to_string,item_to_string.c:36:9,stack-buffer-overflow on,11,1,0.0909,28,23
ddac8637-a99c-458d-bff5-916acb92e259,Active,list_load,load.c:43:9,SEGV on,27,2,0.0741,19,4
ddac8637-a99c-458d-bff5-916acb92e259,Active,list_load,load.c:31,SEGV on,27,2,0.0741,19,4
ddac8637-a99c-458d-bff5-916acb92e259,Active,list_save,save.c:37:9,SEGV on,14,1,0.0714,19,7
ddac8637-a99c-458d-bff5-916acb92e259,Active,list_update_item_at_pos,update_item_at_pos.c:34:13,heap-buffer-overflow on,18,2,0.1111,26,19
ddac8637-a99c-458d-bff5-916acb92e259,Active,list_update_item_at_pos,update_item_at_pos.c:26,heap-buffer-overflow on,18,2,0.1111,26,19
e04ce3f6-46eb-465e-9828-5e768febf9be,Active,list_add_item_at_pos,add_item_at_pos.c:39:5,heap-buffer-overflow on,32,3,0.0938,28,18
e04ce3f6-46eb-465e-9828-5e768febf9be,Active,list_add_item_at_pos,add_item_at_pos.c:39:5,SEGV on,32,3,0.0938,28,18
e04ce3f6-46eb-465e-9828-5e768febf9be,Active,list_add_item_at_pos,add_item_at_pos.c:38:18,heap-buffer-overflow on,32,3,0.0938,28,18
e04ce3f6-46eb-465e-9828-5e768febf9be,Active,list_deduplicate,deduplicate.c:58:17,heap-use-after-free on,40,3,0.075,17,3
e04ce3f6-46eb-465e-9828-5e768febf9be,Active,list_deduplicate,deduplicate.c:56:17,heap-use-after-free on,40,3,0.075,17,3
e04ce3f6-46eb-465e-9828-5e768febf9be,Active,list_deduplicate,deduplicate.c:42:25,libFuzzer: out-of-memory,40,3,0.075,17,3
e04ce3f6-46eb-465e-9828-5e768febf9be,Active,list_item_to_string,item_to_string.c:33:5,stack-buffer-overflow on,8,1,0.125,28,23
e04ce3f6-46eb-465e-9828-5e768febf9be,Active,list_load,load.c:55:17,SEGV on,37,2,0.0541,19,4
e04ce3f6-46eb-465e-9828-5e768febf9be,Active,list_load,load.c:55:31,SEGV on,37,2,0.0541,19,4
e04ce3f6-46eb-465e-9828-5e768febf9be,Active,list_remove_item_at_pos,remove_item_at_pos.c:34:12,SEGV on,32,1,0.0312,22,16
e04ce3f6-46eb-465e-9828-5e768febf9be,Active,list_update_item_at_pos,update_item_at_pos.c:42:5,heap-buffer-overflow on,23,3,0.1304,26,19
e04ce3f6-46eb-465e-9828-5e768febf9be,Active,list_update_item_at_pos,update_item_at_pos.c:41:18,heap-buffer-overflow on,23,3,0.1304,26,19
e04ce3f6-46eb-465e-9828-5e768febf9be,Active,list_update_item_at_pos,update_item_at_pos.c:40:18,libFuzzer: out-of-memory,23,3,0.1304,26,19
e04ce3f6-46eb-465e-9828-5e768febf9be,Active,list_add_item_at_pos,add_item_at_pos.c:39:5,heap-buffer-overflow on,32,3,0.0938,28,18
e04ce3f6-46eb-465e-9828-5e768febf9be,Active,list_add_item_at_pos,add_item_at_pos.c:39:5,SEGV on,32,3,0.0938,28,18
e04ce3f6-46eb-465e-9828-5e768febf9be,Active,list_add_item_at_pos,add_item_at_pos.c:38:18,heap-buffer-overflow on,32,3,0.0938,28,18
e5d2269a-cb40-4643-8134-13bc23ce41a7,Deactive,list_find_highest_price_item_position,find_highest_price_item_position.c:30:29,SEGV on,18,1,0.0556,13,7
e5d2269a-cb40-4643-8134-13bc23ce41a7,Deactive,list_item_to_string,item_to_string.c:34:5,stack-buffer-overflow on,12,1,0.0833,20,12
e5d2269a-cb40-4643-8134-13bc23ce41a7,Deactive,list_load,load.c:54:27,SEGV on,41,2,0.0488,12,4
e5d2269a-cb40-4643-8134-13bc23ce41a7,Deactive,list_load,load.c:50:45,SEGV on,41,2,0.0488,12,4
e5d2269a-cb40-4643-8134-13bc23ce41a7,Deactive,list_remove_item_at_pos,remove_item_at_pos.c:43:24,SEGV on,25,1,0.04,12,9
e5d2269a-cb40-4643-8134-13bc23ce41a7,Deactive,list_swap_item_positions,swap_item_positions.c:35:11,SEGV on,36,2,0.0556,11,4
e5d2269a-cb40-4643-8134-13bc23ce41a7,Deactive,list_swap_item_positions,swap_item_positions.c:50:18,SEGV on,36,2,0.0556,11,4
e5d2269a-cb40-4643-8134-13bc23ce41a7,Deactive,list_update_item_at_pos,update_item_at_pos.c:39:22,SEGV on,20,1,0.05,13,9
e71766a5-b1da-462f-8ea5-a7e12f82f58e,Deactive,list_print,print.c:48:9,SEGV on,17,2,0.1176,24,9
e71766a5-b1da-462f-8ea5-a7e12f82f58e,Deactive,list_print,print.c:48:9,BUS on,17,2,0.1176,24,9
e71766a5-b1da-462f-8ea5-a7e12f82f58e,Deactive,list_remove_item_at_pos,remove_item_at_pos.c:35:24,SEGV on,12,2,0.1667,12,9
e71766a5-b1da-462f-8ea5-a7e12f82f58e,Deactive,list_remove_item_at_pos,remove_item_at_pos.c:35:30,SEGV on,12,2,0.1667,12,9
ec83a892-5cfa-46bf-aab8-673aee747cb8,Active,list_item_to_string,item_to_string.c:32:5,stack-buffer-overflow on,7,1,0.1429,28,23
ec83a892-5cfa-46bf-aab8-673aee747cb8,Active,list_load,load.c:42:30,SEGV on,28,3,0.1071,19,4
ec83a892-5cfa-46bf-aab8-673aee747cb8,Active,list_load,load.c:43:26,SEGV on,28,3,0.1071,19,4
ec83a892-5cfa-46bf-aab8-673aee747cb8,Active,list_load,load.c:44:29,SEGV on,28,3,0.1071,19,4
ec83a892-5cfa-46bf-aab8-673aee747cb8,Active,list_save,save.c:38:9,SEGV on,16,3,0.1875,19,7
ec83a892-5cfa-46bf-aab8-673aee747cb8,Active,list_save,save.c:37:9,stack-buffer-overflow on,16,3,0.1875,19,7
ec83a892-5cfa-46bf-aab8-673aee747cb8,Active,list_save,save.c:38:21,stack-buffer-overflow on,16,3,0.1875,19,7
f0e25db0-7a42-4c33-a22c-17b79e580330,Deactive,list_item_to_string,item_to_string.c:29:35,SEGV on,4,2,0.5,20,12
f0e25db0-7a42-4c33-a22c-17b79e580330,Deactive,list_item_to_string,item_to_string.c:29:5,SEGV on,4,2,0.5,20,12
f928b19b-6a98-4ed9-9c09-bfdf78073fd2,Deactive,list_item_to_string,item_to_string.c:31:46,SEGV on,7,1,0.1429,20,12
f928b19b-6a98-4ed9-9c09-bfdf78073fd2,Deactive,list_print,print.c:43:25,SEGV on,15,1,0.0667,24,9
fbf1986f-db73-4988-af05-0d3cb48dd0c9,Deactive,list_add_item_at_pos,add_item_at_pos.c:38:5,SEGV on,29,1,0.0345,19,11
fbf1986f-db73-4988-af05-0d3cb48dd0c9,Deactive,list_item_to_string,item_to_string.c:29:5,stack-buffer-overflow on,7,2,0.2857,20,12
fbf1986f-db73-4988-af05-0d3cb48dd0c9,Deactive,list_item_to_string,item_to_string.c:29:48,SEGV on,7,2,0.2857,20,12
fbf1986f-db73-4988-af05-0d3cb48dd0c9,Deactive,list_add_item_at_pos,add_item_at_pos.c:38:5,SEGV on,29,1,0.0345,19,11
fd621e01-4962-4699-b49a-012c08563cb5,Active,list_add_item_at_pos,add_item_at_pos.c:56:31,SEGV on,25,1,0.04,28,18
fd621e01-4962-4699-b49a-012c08563cb5,Active,list_item_to_string,item_to_string.c:31:47,SEGV on,6,1,0.1667,28,23
fd621e01-4962-4699-b49a-012c08563cb5,Active,list_add_item_at_pos,add_item_at_pos.c:56:31,SEGV on,25,1,0.04,28,18
ff36e2ef-af58-426f-97ae-dc8ba80ff4a0,Active,list_find_highest_price_item_position,find_highest_price_item_position.c:28:25,SEGV on,10,2,0.2,21,12
ff36e2ef-af58-426f-97ae-dc8ba80ff4a0,Active,list_find_highest_price_item_position,find_highest_price_item_position.c:30:18,SEGV on,10,2,0.2,21,12
ff36e2ef-af58-426f-97ae-dc8ba80ff4a0,Active,list_item_to_string,item_to_string.c:37:9,stack-buffer-overflow on,12,1,0.0833,28,23
ff36e2ef-af58-426f-97ae-dc8ba80ff4a0,Active,list_print,print.c:46:9,stack-buffer-overflow on,15,7,0.4667,29,14
ff36e2ef-af58-426f-97ae-dc8ba80ff4a0,Active,list_print,print.c:46:9,SEGV on,15,7,0.4667,29,14
ff36e2ef-af58-426f-97ae-dc8ba80ff4a0,Active,list_print,print.c:46:9,heap-buffer-overflow on,15,7,0.4667,29,14
ff36e2ef-af58-426f-97ae-dc8ba80ff4a0,Active,list_print,print.c:46:9,heap-use-after-free on,15,7,0.4667,29,14
ff36e2ef-af58-426f-97ae-dc8ba80ff4a0,Active,list_print,print.c:38,SEGV on,15,7,0.4667,29,14
ff36e2ef-af58-426f-97ae-dc8ba80ff4a0,Active,list_print,print.c:38,libFuzzer: fuzz,15,7,0.4667,29,14
ff36e2ef-af58-426f-97ae-dc8ba80ff4a0,Active,list_print,print.c:48:22,heap-buffer-overflow on,15,7,0.4667,29,14
ff36e2ef-af58-426f-97ae-dc8ba80ff4a0,Active,list_save,save.c:32:21,global-buffer-overflow on,21,2,0.0952,19,7
ff36e2ef-af58-426f-97ae-dc8ba80ff4a0,Active,list_save,save.c:32:21,SEGV on,21,2,0.0952,19,7
ff36e2ef-af58-426f-97ae-dc8ba80ff4a0,Active,list_swap_item_positions,swap_item_positions.c:36:23,SEGV on,18,2,0.1111,23,7
ff36e2ef-af58-426f-97ae-dc8ba80ff4a0,Active,list_swap_item_positions,swap_item_positions.c:39:28,SEGV on,18,2,0.1111,23,7
